bulan,no_laporan,kelurahan,kategori,pengaduan,tgl_pengaduan,waktu_pengaduan,tgl_disposisi,waktu_disposisi,tgl_selesai,tgl_target_selesai,keterangan
03,130119,PINANGSIA,PKL Liar,"Mhn Bapak mensterilkan jl Kunir, jl Kalibesar timur 3 dr pkl . Jln tsb adalah jln utama masa dijadikan penampungan pkl. Mrk jualan dr sore sd subuh kalo sabtu miinggu buka nonstop. Disitu bnyk perumahan jdi mengganggu kenyamanan dan keamanan Kalo mlm suara musik diputar se keras2nya. Blm lagi pemabok psk pemalak bnyk berkeliaran kalo penampungan di jl cengkeh blm jadi larang saja pklnya jgn jualan dulu. Jgn warga setmpt yg jadi korban. Upk kotatua saja menolak tmptnya dijadiikan penampungan sementara. T kasih.",2017-12-03,12:45:45,2017-03-13,11:08:00,2017-03-23,2017-03-15,Seusai dengan surat Kepala Dinas UMKM bahwa Jl. Kunir dijadikan lokasi relokasi sementara sehubungan direvitalisasinya lapangan Jl. Cengkeh
03,130079,PINANGSIA,Keamanan,Pak Gub yg terhormat ini sya dri kota tua dijln cengkeh.kali besar timur 3.saya suda berpuluh lapor kelurah rw rt.tdk ada layanan.masalah shisa yg minum2 dan rokok mabuk2an.dan serta wanita  yg seronok.dipinggur jalan.apa ini diizinkan.sepertinya kali jodoh pindah disini.gimna pak .sangat memalukan dimesium fatahilah tempat wisata.jdi begituan.ini ada kamtib pungut byran.toling pak dibersikan seperti dulu.aman tidak ada keributan cipet pelacur murahan.gak bsa dibersikan pak.makasih atas perhatiannya.,2017-11-03,23:33:56,2017-03-13,14:12:56,2017-03-23,2017-03-15,Sudah ditertibkan oleh Sudinhubtrans
03,130080,PINANGSIA,Parkir Liar,Kami atas nama warga jln cengkeh kali besar timur 3.merasa keberatan .parkir liar yg dipegang preman2 dudpn pintu kita2.jkt barat kel pingsia.kecamatan taman sari.setiap hari dri jm 9 sampe pagi.dimna aparatnya bsa main kyanya.,2017-11-03,23:39:51,2017-03-13,14:13:29,2017-03-23,2017-03-15,Sudah ditertibkan oleh Sudinhubtrans
03,130167,DURI KOSAMBI,Keamanan,"Selamat malam Pak Ahok, sebelumnya saya minta maaf karena bpk saat ini sibuk dgn sidang kasus menyudutkan bpk ,semoga dpt terselesaikan, pak Ahok ,sy mengajukan pengaduan 1/.disebrang rmh sy skrng sd dijdkan tempat jualan makanan, dan lbh parah buat kumpul2 karaokean hampir setiap hari smp tengah malam, yg jd masalah bunyi basnya sangat mengganngu tdk sekali ,kita istirahat jd tdk enak, sy sd mengadu ke RT kebetulan disebelah rmh sy tp tdk ditanggapi krn sd trima suap ,2/. Masalah penyembeliah ayam smp sekarang msh berjalan, ini bau anyir jk siang smp disekitar rmh kami,pak Ahok tolong team bapak datang tinjau t4 tersebut jk lahan tersebut memang boleh didirikan bangunan, minta tolong ditertibkan jk buat t4 karaokean ,spy suaranya tdk mengganggu sekitarnya, Pak Ahok, dulu sy pernah dipanggil sm pak lurah masalah ini juga, ditemukan dg pemilik dan berjanji soal ayam akan pindah dan karaoke akan diusahkan tdk mengganggu, tp kenyataan malah kesan arogan, maaf pak Ahok, karena pak Lurah melindungi orang ini, saya ingin tempat yg tertib dan bersih ,sebelumnya trima kasih salam singgih surosoputro ,perum kosambi blok e9/32",2017-03-13,16:02:53,2017-03-13,16:04:39,2017-03-31,2017-03-22,Meminta bantuan Satpol PP Kecamatan untuk menertibkan Karaoke yang tidak ada izin usahanya.
03,90001,DURI KOSAMBI,Keamanan,"Siang Pak Ahok,sy mau ksh info sj disebrang jln rmh sy, sebelah kanan sd ada bedeng buat bengkel motor, skrng kanannya bengkel motor mulai dibangun bedeng semi permanen, ini lama2 jd rmh permanen, skrng karoke msh kdng main keras2 , bau anyir msh, yg sd teratasi pasar malem, demikian info sy, semoga info ini dpt bahan pertimbangan utk team pak Ahok mensurvey, terima kasih salam singgih warga perum kosambi baru jakbar blok e9/32 jakbaru, kel duri kosambi",2016-09-09,15:08:49,2017-03-13,16:04:39,2017-03-31,2017-03-22,"Mengundang Sdr. Anggit selaku pemilik tempat Pemotongan Ayam untuk ditawarkan pindah atau relokasi ke tempat milik Pemda Provinsi DKI Jakarta, namun yang bersangkutan tidak hadir tanpa alasan"
03,130336,DURI KOSAMBI,Lain-lain,"Saya mau melapor di perumahan Taman Semanan Indah, Jl. Dharma Griya 3, Blok C4 (Cengkareng-Duri Kosambi), di atas tanah kosong yang tepat di sebelahnya dan di sekelilingnya adalah rumah tinggal orang, di buat untuk pelihara ayam lebih dari 10 ekor. Saya harap laporan ini dapat segera di tindak lanjuti.",2017-03-13,21:31:40,2017-03-14,11:20:59,2017-03-31,2017-03-22,"Setelah Tim melakukan Cek Lokasi benar memang adanya kandang ayam sesuai dengan laporan, namun lokasi bukan berada di wilayah Kelurahan Duri Kosambi, melainkan Kelurahan Semanan Kecamatan Kalideres, sehingga kami tidak bisa melanjutkan"
03,130724,CENGKARENG BARAT,Reklame/Spanduk Liar,Sore  pak.di RW.O5.Kampung Bambu Larangan.Kelurahan Cengkareng Barat ada spanduk ^provokasi sara^masih terpasang...lapor kemana ya Pak?trimakasih atas tanggapanya.dari.tirza,2017-03-15,13:22:07,2017-03-15,14:03:44,2017-03-25,2017-03-20,Tinjau Lapangan dan Koordinasi dengan tokoh Masyarakat setempat untuk mencopot/menerunkan spanduk tersebut.
03,130848,KRUKUT,Reklame/Spanduk Liar,"Pak Ahok, di Krukut pasar Kelurahan krukut.  masih ada terpasang SPANDUK PROVOKATIF SARA-KAFIR. Mohon tindak lanjuti.  ",2017-03-15,14:11:10,2017-03-15,14:38:43,2017-03-25,2017-03-16,"dilaksanakan pada hari kqmis, 16 Maret 2017 pukul 15.00 wib"
03,130840,KEDAUNG KALIANGKE,Reklame/Spanduk Liar,Pak gubener . Ad sepamduk di pom bensin pesing di dlm pom bensin.,2017-03-15,14:10:42,2017-03-15,14:41:51,2017-03-25,2017-03-16,Melakukan Pengecekan kelokasi dan hasilnya NIHIL spanduk.  Di 2 lokasi didalam POM BENSIN yang dilaporkan tidak terdapat SPANDUK yang dimaksud. Hasil pengecekan kami yang ada bukan spanduk melainkan REKLAME milik BNPT (Badan Nasional Penanggulangan Teroris) berbentuk Himbauan. Itupun diLuar Area dari POM BENSIN
03,130756,TEGAL ALUR,Keamanan,ni sayah mao melaporkan ada 3 anak mudah di jalan prepedan raya tepatnya di depan Gg batok masjid al falah anania sedang melakukan pembicaraan perampokan sebuah kotak amal tolong di tindak sekarang ,2017-03-15,13:31:26,2017-03-15,15:12:48,2017-03-25,2017-03-16,"Terimakasih atas laporannya, bahwa telah dilaksanakan survey dan Koordinasi lgsg dgn RT dan pengurus masjid Setempat Bpk. Ust. Ahmad Mursidi utk Antisipasi laporan adanya upaya perampokan Kotak Amal, bersama Satpol PP kelurahan"
03,130901,MERUYA UTARA,PKL Liar,"Yth Pak Gub.DKIJKT, saya ingin laporkan PKL di jln. Meruya ilir raya depan eks pombensin gang lambo, kel.meruya utara jakbar, pedagang gerobak biru dagang pagi hari bikin macet jalan bnyak mobil pd ngetem pinggir jalan, mhn ditertibkan sudah lapor qlue tdk ada tindakan apa2 dari kel.meruya utara, tolong pak ditindaklanjuti laporan saya,thanks, Salam",2017-03-15,15:42:28,2017-03-16,10:49:26,2017-03-26,2017-03-16,"Sudah dihimbau untuk tidak mengganggu lalin dan ybs berkoordinasi dengan pihak SPBU mengenai penempatan kedalam lokasi tsb, posisi pedagang didlm ligkungan pom bensin dan kalau kemacetan karena ada putaran dilokasi tsb. Terima kasih"
03,131065,KEMBANGAN UTARA,Keamanan,"Selamat siang Bapak Gubernur, saya Defie warga RT 9/10 kembangan utara jakarta barat, saya mau lapor masalah keamanan daerah saya yg belakangan ini marak pencurian motor n barang elektronik, saya sendiri sudah menjadi korban dan maling malah semakin berani, kami sebagai warga merasa tidak aman. Minta tolong pak untuk segera di tindak lanjuti masalah ini oleh polisi setempat ",2017-03-16,11:37:46,2017-03-16,11:48:26,2017-03-26,2017-03-20,Survey Ke Wilayah                          - Mengundang 3 pilar                                   - Membuat Edaran Siskamling
03,131070,PEKOJAN,Kelurahan,"Selamat siang pak Ahok, maaf sy menganggu cuti bpk, nama sy : Tjoe Lian Risamanto alm: jln Pekojan Raya no 35 A RT004 RW01 kel. pekojan kec.Tambora, lokasi Rumah : di bantaran kali Angke. masalah sy adalah rumah sewa(Thiap) yg sy tempati, dmn pihak penyewa ingin mengusir kami dari rumah ini alasan mau dipakai utk kep.pribadi. Pada tahun 1957, nenek sy sdh membeli rumah ini tetapi hrs mmbayar sewa bulanan ke tuan tanah. Kmudian sejak tahun 2002-2011,uang sewa bulanan tsb tdk ditagih ke keluarga sy, pada tahun 2011 diinformasikan tuan tanah tlh meninggal dan urusan rumah sy ini diwariskan ke cucuny bernama pak ali, yg ingin mengubah rumah sy mnjdi sistem kontrak dan memberikan surat pengosongan rumah, sy pun tidak setuju. Mediasi dri 2011-2014 masalah ini tidak terselesaikan ,kmdian kami mediasikan melalui kelurahan, stlh mediasi, sy sudah membayar biaya sewa tertunggah dri thn 2002-2014 kpd pak ali dan sampai skrg sy msh mmbayar sewa bulanan, utk PBB sy sudah mmbyar dri thn 1984 - sekarang. Pada Januari 2017, pak ali mengirimkan surat utk mengosongkan rumah lagi, pak ali pun bertindak anarkis dgn menggembok rumah sy ketika kami sekeluarga sdng keluar dan membawa massa utk mencoba menakuti keluarga sy. Mohon bantuanny pak ahok bagaimana penyelesaian utk masalah ini? Terima kasih",2017-03-16,11:37:46,2017-03-16,11:52:38,2017-03-31,2017-03-24,Pihak pengontrak dan Pihak Pak Ali sudah pernah dilakukan mediasi. Dan untuk kejadian kedua ini pihak Kelurahan telah memanggil pihak pelapor untuk Kelurahan namun menolak dan dari pihak Pemilik dan telah diverifikasi bahwa memang benar kepemilikan adalah milik keluarga Pak Ali. Dan mereka akan meneruskan  ke jalur hukum.
03,131017,KEBON JERUK,Reklame/Spanduk Liar,"Lapor spanduk marak lagi di pomp bensin batusari ..,,,,.. Warga bonjer peduli Ahok",2017-03-16,7:00:23,2017-03-16,13:14:11,2017-03-31,2017-03-23,Keadaan di Tempat sudah dikondisikan bersih dari Spanduk
03,131275,TAMBORA,Reklame/Spanduk Liar,Didalam Gg kel tambora masih banyak spanduk menghasut untuk tidak memilih pemimpin muslim kapan diturunkan tepatnya di Rw 06 terimakasih,2017-03-16,20:21:18,2017-03-17,9:19:43,2017-03-27,2017-03-20,"Telah dilakukan pendekatan secara persuasif oleh 3 Pilar Kepada  para Tokoh Agama,  dan Warga setempat yang didampingi ketua RW untuk penurunan spanduk provokatif yang dilakukan oleh Tokoh Agama dan warga setempat"
03,131289,KEBON JERUK,Reklame/Spanduk Liar,Sy simpatisannya Ahok melapor: sd bbrpa  hri ada trpasang  1 spanduk provokatif besar dri tokoh agama Moslem di Jln. Jeruk Manis ujung Kebon Jeruk - Jakarta Barat. Slmt brjuang Tuhan membrkati,2017-03-17,5:55:52,2017-03-17,9:44:08,2017-03-27,2017-03-29,MELAKUKAN PENERTIBAN DENGAN APARAT TERKAIT SERTA RT RW 
03,131370,DURI KEPA,Bangunan Liar,Selamat siang. Saya mau melapor untuk lapak yang dulu menyebabkan kebakaran. Sekarang mereka sudah bangun kembali bangunan mereka. Sungguh amat sangat mengganggu. Saya mohon apakah ada solusi untuk mereka tidak membangun lapak liar. Karena saya yakin mereka tidak ada ijin untuk melakukan jual beli barang bekas di daerah perumahan. Lokasi di asia baru blok ii jakarta barat. Kejadian kebakaran. https://m.detik.com/news/berita/d-3398629/tak-hanya-lapak-kebakaran-di-kebon-jeruk-juga-hanguskan-6-rumah. Terima kasih,2017-03-17,10:56:31,2017-03-17,14:03:11,2017-03-27,2013-03-21,"Setelah melakukan pengecekan ke lapangan, dimana lahan yang dimaksud telah dipergunakan kembali usaha pengumpul barang bekas/ lapak. Pemilik usaha menyewa dari pemilik tanah yang bernama bpk Beni. Dan akhirnya usaha lapak tersebut telah mendapat persetujuan dari tetangga sebelah/ terdekat yang diketahui oleh Ketua RT.005/04 Kel. Duri Kepa dengan menandatangani surat pernyataan tidak berkeberatan usaha lapak tsb."
03,131482,KAMAL,Reklame/Spanduk Liar,"Pa,  tadi saya lewat di pertigaan jl. Pos antara jl. Manyar dan jl. Prepedan ada terpampang spanduk besar yg bermaksud provokasi. Mohon di tertibkan karena mengandung SARA. Ada 2  spanduk saya lihat ",2017-03-17,16:01:18,2017-03-20,9:58:45,2017-03-30,2017-03-21,Tim Relawan Paslon 3 beserta warga menurunkan spanduk tersebut  
03,131489,KOTA BAMBU SELATAN,Reklame/Spanduk Liar,Slmt pagi.  Saya melihat spanduk provokatif didaerah gg harlan petamburan jkt brt. Dekat s.d. 03. Sehingga tidak nyaman bagi orang yg berjiwa nasionalis. Trim`s!,2017-03-20,13:59:08,2017-03-20,14:19:48,2017-03-30,2017-03-20,"Pada hari Jumat, 17 Maret 2017 Telah dilakukan Koordinasi dengan Ketua RT. 001 RW. 02 terkait rencana Penertiban dan Penurunan Spanduk Provokatif. "
03,131488,KOTA BAMBU SELATAN,Reklame/Spanduk Liar,Slmt pagi.  Saya melihat spanduk provokatif didaerah gg harlan petamburan jkt brt. Sehingga tidak nyaman bagi orang yg nasionalis.,2017-03-20,13:59:07,2017-03-20,14:19:48,2017-03-30,2017-03-20,"Pada hari Jumat, 17 Maret 2017 Telah dilakukan Koordinasi dengan Ketua RT. 001 RW. 02 terkait rencana Penertiban dan Penurunan Spanduk Provokatif"
03,131501,JELAMBAR BARU,Lain-lain,NAMA.AGUS.YTH. LARANGAN PARKIR.DI KOMPLEK.DUTA MAS.JL.TB.ANGKE.JELAMBAR.JAKBAR.APAKAH MURNI LAPORAN.WARGA.PADA LURAH. ATAU ADA UPAYA.PENGEMBOSAN PEMILIH GUBURNUR.AHOK DAN JAROT.DAN MAKSUD LAINNYA.? TRIMS.!,2017-03-20,13:59:58,2017-03-20,14:49:38,2017-03-30,2017-03-29,Pelaksanaan Parli dilaksanakan sesuai dengan Perda DKI Jakarta No 5 Tahun 2014 tentang Transportasi dan masuk dalam Scorecard Kelurahan Jelambar Baru  dan tidak ada hubungan dengan kegiatan politik apapun
03,131487,GLODOK,Lain-lain,BECAK SDH TERLALU BANYAK.DI JELAMBAR & TELUK GONG DAN GLODOK/PANCORAN.TRIMS..! ,2017-03-20,13:59:00,2017-03-20,14:49:38,2017-03-30,2017-03-21,dilengkapi dengan surat pernyataan yang bersangkutan
03,131660,TAMANSARI,Lain-lain,"Yth bapak2 ,BELUM ADA TINDAKLANJUT PENYELESAIAN mengenai laporan sms sy tgl 20,21,23,28 pebr & 6,10 maret dan pd jumat 10/3 jam 5 sore, br tahap peninjauan&foto  ke rmh dari kelurahan dan belum ada tindaklanjutnya smp saat ini. Jl.Mangga Besar 4F no 28 Jak Bar, Rt10 Rw02 Kel.Tamansari.Pengaduan: tembok tetangga no.26  tanpa izin menempel dan talang airnya buat tembok basah sdh 2 kali korslet listrik dan dlm rmh banjir, sy sdh bicara dgn tetangga tp tdk ditanggapi.Sy berharap masalah ini dpt segera diselesaikan, agar tdk terjadi kebakaran, krn saat hujan sy sangat khawatir.Mohon Pak segera bantuannya, agar talang airnya dipindah, agar tdk korslet listrik & tdk banjir dlm rmh, krn rmh sy dkt dgn padat penduduk di 4k yg pd thn2013 kebakaran.Perseteruan antar tetangga ini yg ke3.Terima kasih (nb:perihal ketuaRT yg TDK PERNAH bisa ditemui sejak jadi ketua rt, sdh sy smpkan kpd Bp.Lurah)              ",2017-03-20,14:46:18,2017-03-21,9:42:02,2017-03-31,2017-03-23,"Musyawarah kedua belah pihak di saksikan Ketua Rt.010/02, LMK Rw.02 dan Pihak Kelurahan di Ruang Lurah Tamansari, Tgl, 24 Maret 2017."
03,131517,KECAMATAN KEBON JERUK,Kecamatan,Slmt pagi pak ahok tlg domg pak sy sdh mengajukan permohomam uug tgl 8 maret 2017 dikecamatan kebo jeruk namum sampai saat imi tgl 20 maret belum juga diproses oleh petugas ptsp.trims,2017-03-20,14:00:47,2017-03-21,11:03:50,2017-03-31,2017-03-21,Penerimaan Berkas Permohonan UUG Kantor an. PT Citra Wahana Sekar Buana pada tanggal 08 Maret 2017 di FO PTSP Kecamatan Kebon Jeruk. Sesuai SOP penyelesaian berkas dimaksud 15 hari Kerja. Pada tanggal 21 Maret Sudah dilaksanakan Peninjauan Lokasi dan pada tanggal 22 Maret 2017 berkas sudah dikirimkan ke PTSP Kelurahan Kedoya Selatan sesuai dengan kewenangan penandatangannya. (Bukti Terlampir)
03,131874,MERUYA UTARA,Kelurahan,"Siang Pak Ahok, saya salah satu warga pada putaran pertama tidak terdaftar pada DPT. Pada tgl 9 maret saya akhirnya coba daftar langsung ke kelurahan meruya utara. Namun, sampai hari ini nama saya tidk muncul di DPT. Mohon arahan nya...Terima kasih",2017-03-21,10:09:02,2017-03-21,11:34:43,2017-03-31,2017-03-22,sudah dikoordinasikan dengan Kasi Pemerintahan dan Kasatlak Dukcapil dan PPS Kelurahan Meruya Utara
03,131963,TEGAL ALUR,Kelurahan,"Pak Ahok, selamat siang. Saya mau lapor ada pungli di kec kali deres, kel tegal alur, Jakarta Barat. Saya sedang renovasi bangunan naik plafon dan buat canopy. Didatangin orang kelurahan minta duit. Nama Jonser di hp 081295966427 dan Lupus di 082113483042. Enaknya bagaimana pak? Mohon saran nya. Thanks.",2017-03-21,13:16:20,2017-03-21,13:36:32,2017-03-31,2017-03-24,"Terima kasih atas informasi yang disampaikan, perlu di ketahui bahwa tidak ada pegawai kelurahan Tegal Allur yang bernama Jonser dan Lupus, setelah kami lakukan cek lapangan dan bertanya langsung kepada si pemilik bangunan, mereka tidak menggunakan seragam layaknya pegawai, sehingga kami dapat pastikan mereka adalah oknum masyarakat yang mengatasnamakan pihak kelurahan, dan kami memberikan arahan kepada pemilik bangunan agar selalu koordinasi dengan pihak terkait ( RT, RW dan Kelurahan)"
03,131634,KEDOYA UTARA,RT/RW,Slmt siang pa ahok mau tanya kalo fasilitaa jalan di komplek perumahan apa pengelolanya dilakukan sepenuhnya oleh rt/rw setempat ato tetap hrs pemda. Coba cek perumahan di green garden jkt setiap rt bs tinggikan jln semaunya bg warga yg tdk mampu byr maka rmhnya jauh lbh rendah dr jalan shg bs kelelep banjir. Tq,2017-03-20,14:38:20,2017-03-21,15:06:05,2017-03-31,2017-03-22,Memang benar jalan tersebut sebagian warga sudah meninggikan sendiri bagi yang mampu di depan rumahnya masing-masing dan sebahagian belum meninggikan karena tidak mampu dan setelah kami check lokasi kami telah mengukur untuk diusulkan peninggian jalan dimaksud 
04,132059,JELAMBAR,Reklame/Spanduk Liar,Mat sore Pak ADa SPanduk Besar berbau Sara di jl Satria 4 sebelah kiri mksh ,2017-03-21,4:03:58,2017-03-22,11:13:50,2017-03-24,2017-04-01,Menindak lanjuti pengaduan masyarakat melalui email Gubernur terkait adanya spanduk/reklame provokatif /berbau sara di wilayah Kelurahan Jelambar kami sudah melakukan penertiban spanduk tersebut
04,132055,SEMANAN,Parkir Liar,Kantor kelurahan semanan x deres sdh tertera parkir geratis. Tetap aja ada yg minta parkir tlg ditertibkan pak,2017-03-21,15:55:59,2017-03-22,11:16:52,2017-04-04,2017-04-01,SAAT INI PARKIR SUDAH DIJAGA OLEH PETUGAS PPSU
04,132065,PTSP,Kelurahan,"Sore pak.. mau melaporkan perihal legalisir siup dan tdp di PTSP jakarta barat.. tgl 3 maret msukin dokumen dan lengkap, 1 minggu selesai tertera di tanda bukti penerimaannya kami datang kesana tapi katanya belum selesai disuru kembali lagi 1 minggu depannya kami datang kembali masi blom juga.. sampai dgn hri ini tgl 21 maret blom selesai.. lalu Pihak PTSP nya sudah tidak berani menjanjikan berapa lama lagi..",2017-03-21,16:27:09,2017-03-22,11:51:14,2017-03-27,2017-04-01,BERKOORDINASI DENGAN PELAPOR DAN PERIJINAN TELAH SELESAI
04,132322,KECAMATAN KEBON JERUK,Kecamatan,"Pak Gubernur, saya urus akte kematian ibunda di kecamatan kebon jeruk, sudah selesai, kami diminta fotokopi dan kembalikan 2 kopi ke kantor kecamatan sbg arsip mereka. Masalahnya kami harus fotokopi di luar karena kantor kecamatan tidak punya mesin fotokopi, begitu alasannya. Mohon periksa pak. Terima kasih. Christina.",2017-03-22,18:45:06,2017-03-23,10:14:51,2017-04-02,2017-04-02,"Sehubungan dengan aduan dimaksud dengan ini kami sampaikan hal-hal sebagai berikut : Pelayanan Akte Kematian berada dibawah kewenangan Kasektor Kependudukan Kecamatan Kebon Jeruk. Hasil Koordinasi dengan ini diberitahukan bahwa Kasektor Ducapil tidak memiliki mesin Fotocopy baik sewa maupun milik kantor. tidak ada sedikitpun unsur kerjasama antara Kasektor Dukcapil dengan pemilik usaha fotocopy. menurut keterangan tertulis Kasektor Dukcapil, bagi warga yang menerima kutipan akte kelahiran/kematian diminta untuk melengkapi arsip fotocopy dokumen dimaksud tanpa ada paksaan. bahwa Camat Kebon Jeruk telah menghubungi ibu Christina secara langsung melalui SMS dan telah dijelaskan dengan detail bahwa tidak ada unsur kerjasama Kecamatan Kebon Jeruk dengan Pihak Pemilik Fotocopy. Demikian"
04,132346,TEGAL ALUR,Sampah,"Selamat siang, Bpk Ahok & Djarot. Kami warga jl. Lingkungan 3 gg. Lingga 5 Rt 004/Rw 003 kel. Tegal Alur kec. Kalideres. Memberitahukan kpd Bpk bahwa ditempat Kami sampah banyak sekali dan banyak anak2 suka nongkrong di gg. Lingga 5,  nongkrong sampai pagi, sangat menggangu lingkungan Kami. Kami sdh melaporkannya kpd P-Rt, tetapi tdk ada respon. Trims",2017-03-22,20:08:45,2017-03-23,10:48:02,2017-03-29,2017-04-02,Membersihkan lokasi dimaksud ( Jl. Lingkungan III Gg. Lingga 5 RT.004/03) dan berkoordinasi dengan Ketua RT setempat untuk menegur dan memberi arahan kepada anak2 yang suka nongkrong agar tidak mengganggu dan nongkrong sampai pagi
04,132304,TEGAL ALUR,RT/RW,Malam. Saya mau info di daerah menceng tegal alur warga dipersulit untuk nyoblos di pilkada. Sudah daftar ke kelurahan dan dapat surat coblos. Tapi waktu lapor ke rt kaum chinese dimarahin rt dengan bilang lu minta ahok aja karna itu bangsa lu.  Karna gw gak dukung ahok. Tlng di tindak lanjuti rt tersebut. Karna diwilayah menceng banyak yang tidak bisa nyoblos waktu pilkada lalu. Trima kasih,2017-03-22,17:35:02,2017-03-23,11:14:31,2007-03-29,2017-04-02,"Kami sudah menghubungi ybs tanggal 29-03-2017, dan baru mendapat jawaban 4-04-2017, itupun setelah kami menghubungi kembali"
04,131646,TOMANG,Kelurahan,"Yth. Gubernur DkI Jakarta , Bpk Basuki Tjahaja Purnama. Nama. Pak Aenal, Alamat. Jln. Tomang Tinggi Gang xv rt 015/07, Kel: Tomang, Kec: Grogol Petamburan, Jak-Bar.Pak knpa pasar malam yg d rw 06 msh ada saja bahkan skrg sdh di kasih ijin sm kelurahan Tomang sebulan 2 kali karna posisi kami sangat dekat dgn pasar malam. Kami warga rw 07 sangat2 terganggu karna bikin macet jalan. Mestinya kelurahan tomang peka dgn keadaan ini dan melarangnya karna berada d jalur hijau dan hanya menguntung sekelompok  orang dan bnyk merugikan  orang banyak. Pak tlg hentikan pasar malam itu makasih",2017-03-20,14:39:37,2017-03-23,11:55:52,2007-03-29,2017-04-02,"Sehubungan dengan adanya warga atas nama Bapak Aenal RW. 07 terkait keberadaan pasar malam di Jl. Tomang Tinggi perlu kami sampaikan bahwa dari pihak Kelurahan sudah menutup keberadaan Pasar Malam tersebut. Pasca penutupan setiap hari minggu sore dari mulai pukul 16.00 Wib s.d 20.00 Wib diadakan penjagaan oleh Satpol PP Kelurahan dan Satpol PP Kecamatan dan juga Bimas Babinsa. Penjagaan sudah berlangsung lama kurang lebih 2 bulan dan sudah tisak ada aktifitas pasar malam. Terkait dengan aduan yang menyatakan bahwa Lurah mengijinkan pasar malam dibuka 2 minggu sekali, itu tidak benar. Laporan warga yang menyatakan terganggu dengan adanya pasar malam akan kami TL Kembali. Demikian yang bisa saya laporkan. Terima Kasih."
04,132422,KECAMATAN TAMBORA,Kecamatan,[1/2]Pak ahok ..ada 2 orang pekerja upk wilayah tambora 4bulan lama nya tidak masuk 2 orang jga yg siap menggantikan namun orang admin belum jga respek hingga,2017-03-23,15:56:57,2017-03-24,10:48:49,2017-04-24,2017-04-03,Pihak UPK Kecematan Melakukan Konfirmasi dan Pertemuan dengan Pelapor tentang Laporan tersebut yang merupakan kesalahpahaman
04,132613,CENGKARENG BARAT,Kelurahan,"Selamat siang pak Ahok,sy mau mengadu di putaran ke2 ini nama anak sy knp bs tdk ada datanya di RT,pdhl wktu daftar ulang di kelurahan dgn membawa ktp kk,org yg mendata blg sdh masuk namanya(sdh terdftar) tapi skrg wktunya sdh dekat bgni pk RT blg namanya tdk ada jd sy balik lagi ke kelurahan dgn membawa ktp kk,smp di kelurahan yg mendata tdk ada di tmpt.knp repot sekali hrs bolak balik ke kelurahan?Sy tinggal di cengkareng barat  Rt07/03.",2017-03-25,15:08:46,2017-03-29,11:04:35,2017-04-06,2017-04-08,Petugas PPS Kelurahan Cengkareng Barat telah berusaha menghubungi nomor Handphone pelapor tetapi tidak pernah aktif sehingga tidak dapat dimintai keterangan tetang laporan nama yang belum terdaftar di dalam DPT.
04,132802,PEKOJAN,Lain-lain,"Shallom Pak Ahok, nama sy Tjoe Lian Risamanto yg tinggal di Jl. Pekojan No. 35A kel. Pekojan kec. Tambora. Sy mau minta tolong karena sudah tidak ada orang tua dan tinggal di pinggir kali pekojan. Dulu orang tua sy thiap dri tahun 1957 sampai bapak sy almarhum smpai 1986 smpai sekarang. Dr ipeda sampai pbb sy yg byar smpai sekarang. Orang tua sy sudah meninggal dan sy mau diusir begitu saja. Sy mohon bantuannya Pak Ahok karena sy tidak tahu harus bgmn lgi. Terima kasih banyak Pak Ahok.",2017-03-26,14:01:17,2017-03-30,10:28:11,2017-04-04,2017-04-09,Lurah Pekojan dan Kasipem Kel. Pekojan sudah meninjau rumah yang dimaksud dan melakukan klarifikasi serta mediasi kedua pihak Tjoe Lian Risamanto (pengontrak) dan pihak Pak Ali (pemilik). Pihak kelurahan juga telah memverifikasi bahwa memang benar kepemilikan adalah milik keluarga Pak Ali. Untuk selanjutnya mereka akan meneruskan  masalah ini ke JALUR HUKUM.
04,133097,KOTA BAMBU UTARA,Sampah,Pak gubernur dilingkungan saya rt 06 rw 04 kelurahan kota bambu utr setiap bulan warga dipinta uang retribusi sampah.tolong ditindak ,2017-03-27,22:39:50,2017-03-30,14:46:46,2017-04-06,2017-04-09,Berita Acara Hasil Investigasi
04,133549,KEBON JERUK,Reklame/Spanduk Liar,"Pak ahok. Di depan Resto paregu kebun jeruk ada spaduk provokatif. Hari ini terpasang lagi, pdhl sdh pernah di copot bbrp hari lalu pas penertiban spanduk2 ty",2017-03-31,11:36:10,2017-03-31,12:12:28,2017-04-06,2017-04-10,"Koordinasi dengan Lurah, FKDM Kel.Kebon Jeruk,3 Pilar, RT,RW dan Tokoh Agama"
